"title","year_of_release","genre","rating","platform"
"Cabela's Dangerous Hunts: Ultimate Challenge",2006,"Sports","T","PSP"
"Cabela's Deer Hunt 2005 Season",2004,"Sports","T","PS2"
"Cabela's Deer Hunt 2005 Season",2004,"Sports","T","XB"
"Cabela's Deer Hunt: 2004 Season",2003,"Sports","T","PS2"
"Cabela's Deer Hunt: 2004 Season",2003,"Sports","T","XB"
"Cabela's Legendary Adventures",2008,"Sports","T","PS2"
"Cabela's Legendary Adventures",2008,"Sports","T","PSP"
"Cabela's Legendary Adventures",2008,"Sports","T","Wii"
"Cabela's Monster Buck Hunter",2010,"Sports","T","Wii"
"Cabela's North American Adventures",2010,"Sports","T","PS2"
"Cabela's North American Adventures",2010,"Sports","T","PS3"
"Cabela's North American Adventures",2010,"Sports","T","PSP"
"Cabela's North American Adventures",2010,"Sports","T","Wii"
"Cabela's North American Adventures",2010,"Sports","T","X360"
"Cabela's Outdoor Adventures",2005,"Sports","T","GC"
"Cabela's Outdoor Adventures",2005,"Sports","T","XB"
"Cabela's Outdoor Adventures (2006)",2005,"Sports","T","PS2"
"Cabela's Outdoor Adventures (2009)",2009,"Sports","T","PS2"
"Cabela's Outdoor Adventures (2009)",2009,"Sports","T","PS3"
"Cabela's Outdoor Adventures (2009)",2009,"Sports","T","Wii"
"Cabela's Outdoor Adventures (2009)",2009,"Sports","T","X360"
"Cabela's Survival: Shadows of Katmai",2011,"Sports","T","PS3"
"Cabela's Survival: Shadows of Katmai",2011,"Sports","T","Wii"
"Cabela's Survival: Shadows of Katmai",2011,"Sports","T","X360"
"Cabela's Trophy Bucks",2007,"Sports","T","PS2"
"Cabela's Trophy Bucks",2008,"Sports","T","Wii"
"Cabela's Trophy Bucks",2007,"Sports","T","X360"
"Caesar III",1998,"Strategy","E","PC"
"Caesar IV",2006,"Strategy","E10+","PC"
"Caesars Palace 2000: Millennium Gold Edition",2000,"Misc","","PS"
"Caesars Palace Advance: Millennium Gold Edition",2001,"Misc","","GBA"
"Caesars Palace II",1998,"Misc","","PS"
"Cake Mania",2007,"Puzzle","E","DS"
"Cake Mania 2: Jill's Next Adventure!",2008,"Puzzle","","DS"
"Cake Mania 3",2009,"Simulation","E","DS"
"Cake Mania: Baker's Challenge",2008,"Puzzle","E","PS2"
"Cake Mania: Baker's Challenge",2008,"Puzzle","E","PSP"
"Cake Mania: In The Mix!",2008,"Puzzle","","Wii"
"Cake Mania: Main Street",2011,"Simulation","E10+","DS"
"Caladrius",2013,"Shooter","T","X360"
"Calcio Bit",2006,"Sports","","GBA"
"California Speed",1999,"Misc","","N64"
"Caligula",2016,"Role-Playing","","PSV"
"Call of Cthulhu: Dark Corners of the Earth",2005,"Adventure","M","XB"
"Call of Duty 2",2005,"Shooter","T","PC"
"Call of Duty 2",2005,"Shooter","T","X360"
"Call Of Duty 2: Big Red One",2005,"Shooter","T","GC"
"Call Of Duty 2: Big Red One",2005,"Shooter","T","PS2"
"Call Of Duty 2: Big Red One",2005,"Shooter","T","XB"
"Call of Duty 3",2006,"Shooter","T","PS2"
"Call of Duty 3",2006,"Shooter","T","PS3"
"Call of Duty 3",0,"Shooter","T","Wii"
"Call of Duty 3",2006,"Shooter","T","X360"
"Call of Duty 4: Modern Warfare",2007,"Shooter","T","DS"
"Call of Duty 4: Modern Warfare",2007,"Shooter","M","PC"
"Call of Duty 4: Modern Warfare",2007,"Shooter","M","PS3"
"Call of Duty 4: Modern Warfare",2007,"Shooter","M","X360"
"Call of Duty Black Ops: Declassified",2012,"Action","M","PSV"
"Call of Duty: Advanced Warfare",2014,"Shooter","M","PC"
"Call of Duty: Advanced Warfare",2014,"Shooter","M","PS3"
"Call of Duty: Advanced Warfare",2014,"Shooter","M","PS4"
"Call of Duty: Advanced Warfare",2014,"Shooter","M","X360"
"Call of Duty: Advanced Warfare",2014,"Shooter","M","XOne"
"Call of Duty: Black Ops",2010,"Shooter","T","DS"
"Call of Duty: Black Ops",0,"Shooter","M","PC"
"Call of Duty: Black Ops",2010,"Shooter","M","PS3"
"Call of Duty: Black Ops",2010,"Shooter","M","Wii"
"Call of Duty: Black Ops",2010,"Shooter","M","X360"
"Call of Duty: Black Ops 3",2015,"Shooter","","PC"
"Call of Duty: Black Ops 3",2015,"Shooter","","PS3"
"Call of Duty: Black Ops 3",2015,"Shooter","","PS4"
"Call of Duty: Black Ops 3",2015,"Shooter","","X360"
"Call of Duty: Black Ops 3",2015,"Shooter","","XOne"
"Call of Duty: Black Ops II",2012,"Shooter","M","PC"
"Call of Duty: Black Ops II",2012,"Shooter","M","PS3"
"Call of Duty: Black Ops II",2012,"Shooter","M","WiiU"
"Call of Duty: Black Ops II",2012,"Shooter","M","X360"
"Call of Duty: Finest Hour",2004,"Shooter","T","GC"
"Call of Duty: Finest Hour",2004,"Shooter","T","PS2"
"Call of Duty: Finest Hour",2004,"Shooter","T","XB"
"Call of Duty: Ghosts",2013,"Shooter","","PC"
"Call of Duty: Ghosts",2013,"Shooter","M","PS3"
"Call of Duty: Ghosts",2013,"Shooter","M","PS4"
"Call of Duty: Ghosts",2013,"Shooter","M","WiiU"
"Call of Duty: Ghosts",2013,"Shooter","M","X360"
"Call of Duty: Ghosts",2013,"Shooter","M","XOne"
"Call of Duty: Infinite Warfare",2016,"Shooter","M","PC"
"Call of Duty: Infinite Warfare",2016,"Shooter","M","PS4"
"Call of Duty: Infinite Warfare",2016,"Shooter","M","XOne"
"Call of Duty: Modern Warfare 2",2009,"Shooter","M","PC"
"Call of Duty: Modern Warfare 2",2009,"Shooter","M","PS3"
"Call of Duty: Modern Warfare 2",2009,"Shooter","M","X360"
"Call of Duty: Modern Warfare 3",2011,"Shooter","M","PC"
"Call of Duty: Modern Warfare 3",2011,"Shooter","M","PS3"
"Call of Duty: Modern Warfare 3",2011,"Shooter","M","Wii"
"Call of Duty: Modern Warfare 3",2011,"Shooter","M","X360"
"Call of Duty: Modern Warfare 3: Defiance",2011,"Shooter","","DS"
"Call of Duty: Modern Warfare Trilogy",2016,"Shooter","M","PS3"
"Call of Duty: Modern Warfare Trilogy",2016,"Shooter","M","X360"
"Call of Duty: Modern Warfare: Mobilized",2009,"Shooter","","DS"
"Call of Duty: Modern Warfare: Reflex Edition",2009,"Shooter","","Wii"
"Call of Duty: Roads to Victory",2007,"Shooter","T","PSP"
"Call of Duty: The War Collection",2010,"Shooter","M","X360"
"Call of Duty: World at War",2008,"Shooter","T","DS"
"Call of Duty: World at War",2008,"Shooter","M","PC"
"Call of Duty: World at War",2008,"Shooter","M","PS3"
"Call of Duty: World at War",2008,"Shooter","M","Wii"
"Call of Duty: World at War",2008,"Shooter","M","X360"
"Call of Duty: World at War Final Fronts",2008,"Shooter","","PS2"
"Call of Juarez",2006,"Shooter","M","PC"
"Call of Juarez",2007,"Shooter","M","X360"
"Call of Juarez: Bound in Blood",2009,"Shooter","M","PC"
"Call of Juarez: Bound in Blood",2009,"Shooter","M","PS3"
"Call of Juarez: Bound in Blood",2009,"Shooter","M","X360"
"Call of Juarez: The Cartel",2011,"Shooter","M","PC"
"Call of Juarez: The Cartel",2011,"Shooter","M","PS3"
"Call of Juarez: The Cartel",2011,"Shooter","M","X360"
"Calling",2009,"Adventure","T","Wii"
"Calvin Tucker's Redneck Jamboree",2008,"Misc","E10+","Wii"
"Camp Rock: The Final Jam",2010,"Misc","","DS"
"Camping Mama: Outdoor Adventures",2011,"Simulation","E","DS"
"Canada Hunt",2010,"Sports","T","Wii"
"Candace Kane's Candy Factory",2008,"Action","E","DS"
"Candace Kane's Candy Factory",2008,"Action","E","Wii"
"CandyLand / Chutes & Ladders / Memory",2005,"Misc","","GBA"
"Canvas 2",2006,"Adventure","","PS2"
"Capcom's Soccer Shootout",1993,"Sports","","SNES"
"Capcom Classics Collection",2005,"Misc","T","PS2"
"Capcom Classics Collection",2005,"Misc","T","XB"
"Capcom Classics Collection Reloaded",2006,"Misc","T","PSP"
"Capcom Classics Collection Remixed",2006,"Misc","T","PSP"
"Capcom Digital Collection",2012,"Action","T","X360"
"Capcom Fighting Evolution",2004,"Fighting","T","PS2"
"Capcom Fighting Evolution",2005,"Fighting","T","XB"
"Capcom vs. SNK",2000,"Fighting","T","DC"
"Capcom vs. SNK 2 EO",2002,"Fighting","T","GC"
"Capcom vs. SNK 2 EO",2003,"Fighting","T","XB"
"Capcom vs. SNK 2: Mark of the Millennium 2001",2001,"Fighting","T","PS2"
"Capcom vs. SNK 2: Millionaire Fighting 2001",2001,"Fighting","","DC"
"Capcom vs. SNK: Millennium Fight 2000 Pro",2001,"Fighting","","DC"
"Captain America: Super Soldier",2011,"Action","T","3DS"
"Captain America: Super Soldier",0,"Action","","DS"
"Captain America: Super Soldier",2011,"Action","T","PS3"
"Captain America: Super Soldier",0,"Action","T","Wii"
"Captain America: Super Soldier",2011,"Action","T","X360"
"Captain Morgane and the Golden Turtle",2012,"Adventure","","DS"
"Captain Morgane and the Golden Turtle",2012,"Adventure","","PC"
"Captain Morgane and the Golden Turtle",2012,"Adventure","","PS3"
"Captain Morgane and the Golden Turtle",2012,"Adventure","","Wii"
"Captain Rainbow",2008,"Adventure","","Wii"
"Captain Toad: Treasure Tracker",2014,"Puzzle","E","WiiU"
"Captain Tsubasa",2006,"Sports","","PS2"
"Captain Tsubasa J: The Way to World Youth",1995,"Sports","","SNES"
"Captain Tsubasa: Aratanaru Densetsu Joshou",2002,"Sports","","PS"
"Captain Tsubasa: New Kick Off",2010,"Sports","","DS"
"Car Battler Joe",2001,"Role-Playing","E","GBA"
"Card Fight!! Vanguard G: Stride to Victory!!",2016,"Misc","","3DS"
"Card Games",2000,"Misc","","PS"
"Cardfight!! Vanguard: Lock On Victory!!",2014,"Misc","","3DS"
"Cardfight!! Vanguard: Ride to Victory",2013,"Misc","","3DS"
"Cardinal Syn",1998,"Fighting","","PS"
"Care Bears - Care Quest",2005,"Action","","GBA"
"Carmageddon 64",1999,"Action","","N64"
"Carmageddon: Max Damage",2016,"Action","M","PS4"
"Carmageddon: Max Damage",2016,"Action","M","XOne"
"Carmen Sandiego: The Secret of the Stolen Drums",2004,"Action","E","GC"
"Carmen Sandiego: The Secret of the Stolen Drums",2004,"Action","E","PS2"
"Carmen Sandiego: The Secret of the Stolen Drums",2004,"Action","E","XB"
"Carnage Heart",1995,"Strategy","","PS"
"Carnage Heart EXA",2010,"Strategy","E10+","PSP"
"Carnival",1981,"Shooter","","2600"
"Carnival Games",2008,"Misc","E","DS"
"Carnival Games",2007,"Misc","E","Wii"
"Carnival Games: Mini Golf",2008,"Sports","E","Wii"
"Carnival Games: Monkey See Monkey Do!",2011,"Misc","","X360"
"Carnival Games: Wild West 3D",2011,"Misc","E10+","3DS"
"Carnival Island",2011,"Misc","E","PS3"
"Carol Vorderman's Sudoku",2006,"Puzzle","E","PS2"
"Carol Vorderman's Sudoku",2006,"Puzzle","E","PSP"
"Cars",2006,"Racing","E","DS"
"Cars",2006,"Racing","E","GBA"
"Cars",2006,"Racing","E","GC"
"Cars",2006,"Racing","E","PS2"
"Cars",2006,"Racing","E","PSP"
"Cars",2006,"Racing","E","Wii"
"Cars",2006,"Racing","E","X360"
"Cars",2006,"Racing","E","XB"
"Cars 2",2011,"Racing","","3DS"
"Cars 2",2011,"Racing","","DS"
"Cars 2",2011,"Racing","","PS3"
"Cars 2",2011,"Racing","","PSP"
"Cars 2",2011,"Racing","","Wii"
"Cars 2",2011,"Racing","","X360"
"Cars Mater-National Championship",2007,"Racing","E","Wii"
"Cars Toon: Mater's Tall Tales",2010,"Misc","E","Wii"
"Cars: Mater-National Championship",2007,"Racing","E","DS"
"Cars: Mater-National Championship",2007,"Racing","E","PS2"
"Cars: Mater-National Championship",2007,"Racing","E","PS3"
"Cars: Mater-National Championship",2007,"Racing","E","X360"
"Cars: Race-O-Rama",2009,"Racing","E","DS"
"Cars: Race-O-Rama",2009,"Racing","E","PS2"
"Cars: Race-O-Rama",2009,"Racing","E","PS3"
"Cars: Race-O-Rama",2009,"Racing","E","PSP"
"Cars: Race-O-Rama",2009,"Racing","E","Wii"
"Cars: Race-O-Rama",2009,"Racing","E","X360"
"Cart World Series",1997,"Racing","","PS"
"Cartoon Network Battle Crashers",2016,"Action","E10+","3DS"
"Cartoon Network Block Party",2004,"Misc","E","GBA"
"Cartoon Network Block Party / Cartoon Network Speedway Double Pack",2005,"Misc","","GBA"
"Cartoon Network Collection: Game Boy Advance Video Platinum Edition",2005,"Misc","","GBA"
"Cartoon Network Collection: Game Boy Advance Video Special Edition",2005,"Misc","","GBA"
"Cartoon Network Collection: Game Boy Advance Video Volume 1",2004,"Misc","","GBA"
"Cartoon Network Collection: Game Boy Advance Video Volume 2",2004,"Misc","","GBA"
"Cartoon Network Racing",2006,"Action","E","DS"
"Cartoon Network: Punch Time Explosion",2011,"Fighting","E10+","3DS"
"Cartoon Network: Punch Time Explosion XL",2011,"Fighting","","PS3"
"Cartoon Network: Punch Time Explosion XL",2011,"Fighting","","Wii"
"Cartoon Network: Punch Time Explosion XL",2011,"Fighting","","X360"
"Carve",2004,"Racing","E","XB"
"Case Closed: One Truth Prevails",2007,"Adventure","","Wii"
"Casino Chaos With Las Vegas Players Collection",2011,"Misc","T","PC"
"Casper",2002,"Adventure","","GBA"
"Casper",1996,"Adventure","","PS"
"Casper's Scare School: Classroom Capers",2008,"Adventure","E","DS"
"Casper's Scare School: Spooky Sports Day",2009,"Sports","E","DS"
"Casper's Scare School: Spooky Sports Day",2009,"Sports","E","Wii"
"Casper: Friends Around the World",2000,"Action","","PS"
"Casper: Spirit Dimensions",2002,"Platform","E","GC"
"Casper: Spirit Dimensions",2001,"Platform","E","PS2"
"Castle of Shikigami III",2007,"Shooter","T","Wii"
"Castle Shikigami 2",2004,"Shooter","E","PS2"
"Castlevania",1999,"Platform","","N64"
"Castlevania",1986,"Platform","","NES"
"Castlevania Bloodlines",1994,"Platform","","GEN"
"Castlevania Chronicles",2001,"Platform","T","PS"
"Castlevania Double Pack",2006,"Platform","T","GBA"
"Castlevania Dracula X",1995,"Platform","","SNES"
"Castlevania II: Simon's Quest",1987,"Platform","","NES"
"Castlevania III: Dracula's Curse",1989,"Platform","","NES"
"Castlevania Judgment",2008,"Fighting","T","Wii"
"Castlevania: Aria of Sorrow",2003,"Platform","T","GBA"
"Castlevania: Circle of the Moon",2001,"Platform","T","GBA"
"Castlevania: Curse of Darkness",2005,"Action","M","PS2"
"Castlevania: Curse of Darkness",2005,"Action","M","XB"
"Castlevania: Dawn of Sorrow",2005,"Platform","T","DS"
"Castlevania: Harmony of Dissonance",2002,"Platform","T","GBA"
"Castlevania: Lament of Innocence",2003,"Action","M","PS2"
"Castlevania: Legacy of Darkness",1999,"Platform","","N64"
"Castlevania: Lords of Shadow",2010,"Action","M","PS3"
"Castlevania: Lords of Shadow",2010,"Action","M","X360"
"Castlevania: Lords of Shadow - Mirror of Fate",2013,"Action","","3DS"
"Castlevania: Lords of Shadow - Reverie",2011,"Action","","PS3"
"Castlevania: Lords of Shadow - Reverie",2011,"Action","","X360"
"Castlevania: Lords of Shadow 2",2014,"Action","M","PC"
"Castlevania: Lords of Shadow 2",2014,"Action","M","PS3"
"Castlevania: Lords of Shadow 2",2014,"Action","M","X360"
"Castlevania: Order of Ecclesia",2008,"Platform","T","DS"
"Castlevania: Portrait of Ruin",2006,"Platform","T","DS"
"Castlevania: Symphony of the Night",1997,"Platform","T","PS"
"Castlevania: The Dracula X Chronicles",2007,"Platform","T","PSP"
"Castrol Honda Superbike Racing",1998,"Racing","","PS"
"Casual Mania!",2010,"Puzzle","E","DS"
"Catan",2009,"Strategy","","DS"
"Cate West: The Vanishing Files",2008,"Adventure","E10+","DS"
"Cate West: The Vanishing Files",2009,"Adventure","E10+","Wii"
"Catherine",2011,"Adventure","M","PS3"
"Catherine",2011,"Adventure","M","X360"
"Cats & Dogs: The Revenge of Kitty Galore",2010,"Action","","DS"
"Catwoman",2004,"Action","T","GBA"
"Catwoman",2004,"Action","T","GC"
"Catwoman",2004,"Action","T","PS2"
"Catwoman",2004,"Action","T","XB"
"Catz",2006,"Simulation","E","DS"
"Catz",2005,"Simulation","E","GBA"
"Cave Story 3D",2011,"Platform","E10+","3DS"
"Cel Damage",2002,"Racing","T","GC"
"Cel Damage",2001,"Racing","T","XB"
"Celebrity Sports Showdown",2008,"Sports","E","Wii"
"Center Ring Boxing",1994,"Fighting","","SAT"
"Centipede",1981,"Shooter","","2600"
"Centipede",1998,"Shooter","","PS"
"Centipede / Breakout / Warlords",2005,"Misc","E","GBA"
"Centipede: Infestation",2011,"Shooter","E10+","3DS"
"Centipede: Infestation",2011,"Shooter","E10+","Wii"
"Cesar Millan's Dog Whisperer",2008,"Simulation","E","DS"
"Ceville",2009,"Action","E","PC"
"Challenge Me: Brain Puzzles",2009,"Puzzle","E","DS"
"Challenge Me: Brain Puzzles 2",2010,"Puzzle","E","DS"
"Challenge Me: Brain Puzzles 2",2010,"Puzzle","E","Wii"
"Challenge Me: Maths Workout",2009,"Puzzle","","DS"
"Challenge Me: Word Puzzles",2011,"Puzzle","E10+","DS"
"Chameleon",2006,"Puzzle","E","PSP"
"Chameleon Twist",1997,"Platform","","N64"
"Chameleon Twist 2",1998,"Platform","","N64"
"Chameleon: To Dye For!",2006,"Puzzle","","DS"
"Champion Jockey: G1 Jockey & Gallop Racer",2011,"Sports","","PS3"
"Chrono Trigger",1995,"Role-Playing","","SNES"
"Champion Jockey: G1 Jockey & Gallop Racer",2011,"Sports","","Wii"
"Champion Jockey: G1 Jockey & Gallop Racer",2011,"Sports","","X360"
"Champions of Norrath",2004,"Role-Playing","T","PS2"
"Champions: Return to Arms",2005,"Role-Playing","T","PS2"
"Championship Bass",1999,"Sports","","PS"
"Championship Foosball",2008,"Sports","E","Wii"
"Championship Manager 03/04",2003,"Sports","","PC"
"Championship Manager 2010",2009,"Sports","","PC"
"Championship Manager 3",2003,"Sports","","PC"
"Championship Manager 99/00",1999,"Sports","","PC"
"Championship Manager Season 01/02",2001,"Sports","","PC"
"Championship Motocross 2001 featuring Ricky Carmichael",2001,"Racing","T","PS"
"Championship Motocross featuring Ricky Carmichael",1998,"Racing","","PS"
"Championship Pony",2008,"Simulation","E","DS"
"Championship Surfer",2000,"Sports","E","PS"
"Chaos Legion",2003,"Action","T","PS2"
"Chaos Rings III",2014,"Role-Playing","","PSV"
"Chaos Wars",2006,"Strategy","T","PS2"
"Chaos;Child",2015,"Adventure","","PS3"
"Chaos;Child",2015,"Adventure","","PS4"
"Chaos;Child",2015,"Adventure","","PSV"
"Chaos;Head - Love Chu*Chu!",2011,"Adventure","","PSP"
"Chaos;Head - Love Chu*Chu!",2010,"Adventure","","X360"
"Chaos;Head Noah",2010,"Adventure","","PSP"
"Chaos;Head Noah",2014,"Adventure","","PSV"
"Chaos;Head Noah",2009,"Adventure","","X360"
"Chaotic: Shadow Warriors",2009,"Action","E10+","DS"
"Chaotic: Shadow Warriors",2009,"Action","E10+","PS3"
"Chaotic: Shadow Warriors",2009,"Action","E10+","Wii"
"Chaotic: Shadow Warriors",2009,"Action","E10+","X360"
"Charlie's Angels",2003,"Action","T","GC"
"Charlie and the Chocolate Factory",2005,"Adventure","E","GBA"
"Charlie and the Chocolate Factory",2005,"Adventure","E","GC"
"Charlie and the Chocolate Factory",2005,"Adventure","E","PS2"
"Charlie and the Chocolate Factory",2005,"Adventure","E","XB"
"Charlie Blasts Territory",1999,"Action","","N64"
"Charlotte's Web",2006,"Action","E","DS"
"Charm Girls Club: My Fashion Mall",0,"Simulation","E","DS"
"Charm Girls Club: My Fashion Show",0,"Simulation","E","DS"
"Charm Girls Club: My Perfect Prom",2009,"Simulation","E","DS"
"Charm Girls Club: Pajama Party",2009,"Misc","E","Wii"
"Chase: Hollywood Stunt Driver",2002,"Racing","T","XB"
"Checkers",1980,"Misc","","2600"
"Cheer We Go!",2010,"Misc","","DS"
"Chess",2001,"Strategy","","PS"
"Chessmaster",2002,"Misc","E","GBA"
"Chessmaster",2003,"Misc","E","PS2"
"Chessmaster",2004,"Misc","E","XB"
"Chessmaster II",1998,"Strategy","","PS"
"Chessmaster: The Art of Learning",2007,"Misc","E","DS"
"Chessmaster: The Art of Learning",2008,"Misc","E","PSP"
"Chevrolet Camaro: Wild Ride",2010,"Racing","E","DS"
"Chevrolet Camaro: Wild Ride",2010,"Racing","E","Wii"
"Chibi-Robo! Park Patrol",2007,"Adventure","E","DS"
"Chibi-Robo! Plug into Adventure!",2005,"Adventure","","GC"
"Chibi-Robo! Zip Lash",2015,"Platform","","3DS"
"Chibi Maruko-Chan DS: Maru-Chan no Machi",2009,"Puzzle","","DS"
"Chibi Maruko-Chan: Harikiri 365-Nichi no Maki",1991,"Misc","","SNES"
"Chicago Enforcer",2005,"Shooter","M","XB"
"Chicken Blaster",2009,"Shooter","E10+","DS"
"Chicken Blaster",2009,"Shooter","T","Wii"
"Chicken Hunter",2007,"Shooter","E10+","DS"
"Chicken Riot",2010,"Action","T","Wii"
"Chicken Run",2000,"Adventure","E","PS"
"Chicken Shoot",2007,"Action","E10+","DS"
"Chicken Shoot",2005,"Action","","GBA"
"Chicken Shoot",2007,"Action","E10+","Wii"
"Chicken Shoot 2",2005,"Adventure","E10+","GBA"
"Child of Eden",2011,"Shooter","E10+","PS3"
"Child of Eden",2011,"Shooter","E10+","X360"
"Child of Light",2014,"Role-Playing","E10+","PS4"
"Child of Light",2014,"Role-Playing","E10+","PSV"
"Children of Mana",2006,"Role-Playing","E10+","DS"
"Chili Con Carnage",2007,"Shooter","M","PSP"
"Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi",2012,"Action","","3DS"
"Chocobo's Dungeon 2",1998,"Role-Playing","","PS"
"Chocobo no Fushigi Dungeon",1997,"Role-Playing","","PS"
"Chocobo no Fushigi Dungeon for WonderSwan",1999,"Role-Playing","","WS"
"Chocobo Racing",1999,"Racing","","PS"
"Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha",2008,"Role-Playing","","DS"
"Chocolatier",2010,"Misc","E","DS"
"Chokkan! Asonde Relaxuma",2008,"Action","","DS"
"Chopper Attack",1997,"Action","","N64"
"Chopper Command",1982,"Shooter","","2600"
"Choro Q",2003,"Racing","","PS2"
"Choro Q 64 2: Hacha Mecha Grand Prix Race",1999,"Racing","","N64"
"Choro Q Marine: Q Boat",1998,"Racing","","PS"
"Choro Q2",1997,"Racing","","PS"
"Choro Q3",1998,"Racing","","PS"
"Chou-Kuukan Night Pro Yakyuu King (weekly JP sales)",1996,"Sports","","N64"
"Chou-Kuukan Night Pro Yakyuu King(higher JP sales)",1996,"Sports","","N64"
"Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru",2016,"Action","","PSV"
"Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!",2009,"Action","","DS"
"Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!",2008,"Action","","DS"
"Chou Jigen Game Neptune Mk-II",2011,"Role-Playing","","PS3"
"Chou Soujuu Mecha MG",0,"Simulation","","DS"
"Chou!! Super Nep League DS",2008,"Sports","","DS"
"Choujikuu Yousai Macross: Ai Oboete Imasu ka",1997,"Shooter","","SAT"
"Choujikuu Yousai Macross: Do You Remember Love",2012,"Shooter","","PS3"
"Chousoku Henkei Gyrozetter: Albatross no Tsubasa",2013,"Role-Playing","","3DS"
"Chromehounds",2006,"Simulation","T","X360"
"Chronicles of Mystery: Curse of the Ancient Temple",2009,"Adventure","E","DS"
"Chronicles of Mystery: The Secret Tree of Life",2011,"Adventure","E10+","DS"
